pcfId	hierarchyId	name	description	differenceIndex	changeDetails	metricsAvailable	level	parent	children	category	industry
19558	4.1.6.4	Establish storage management constraints		1	NEW	false	4	4.1.6		Operating Processes	utilities
10227	4.1.7	Review distribution planning policies		2	c10264, RENAME, WAS:Review material distribution planning policies	false	3	4.1	4.1.7.1,4.1.7.2,4.1.7.3	Operating Processes	utilities
10264	4.1.7.1	Review distribution network		1	RENAME, WAS:Review material distribution network	false	4	4.1.7		Operating Processes	utilities
10265	4.1.7.2	Establish sourcing relationships		0		false	4	4.1.7		Operating Processes	utilities
10266	4.1.7.3	Establish dynamic deployment policies		0		false	4	4.1.7		Operating Processes	utilities
10368	4.1.8	Develop quality standards and procedures		0		false	3	4.1	4.1.8.1,4.1.8.2,4.1.8.3	Operating Processes	utilities
10371	4.1.8.1	Establish quality targets		0		false	4	4.1.8		Operating Processes	utilities
10372	4.1.8.2	Develop standard testing procedures		0		false	4	4.1.8		Operating Processes	utilities
10373	4.1.8.3	Communicate quality specifications		0		false	4	4.1.8		Operating Processes	utilities
10216	4.2	Procure materials and services		6	+20973, c10277	true	2	4.0	4.2.1,4.2.2,4.2.3,4.2.4,4.2.5	Operating Processes	utilities
10277	4.2.1	Provide sourcing governance and perform category management		3	c10283, c10285, RENAME, WAS:Develop sourcing strategies	true	3	4.2	4.2.1.1,4.2.1.2,4.2.1.3,4.2.1.4,4.2.1.5,4.2.1.6,4.2.1.7	Operating Processes	utilities
10281	4.2.1.1	Develop procurement plan		0		false	4	4.2.1		Operating Processes	utilities
10282	4.2.1.2	Clarify purchasing requirements		0		false	4	4.2.1		Operating Processes	utilities
10283	4.2.1.3	Establish materials management contingency plans		1	RENAME, WAS:Develop inventory strategy	false	4	4.2.1		Operating Processes	utilities
10284	4.2.1.4	Match needs to supply capabilities		0		false	4	4.2.1		Operating Processes	utilities
10285	4.2.1.5	Analyze organization’s spend profile		1	RENAME, WAS:Analyze company's spend profile	false	4	4.2.1		Operating Processes	utilities
10286	4.2.1.6	Seek opportunities to improve efficiency and value		0		false	4	4.2.1		Operating Processes	utilities
10287	4.2.1.7	Collaborate with suppliers to identify sourcing opportunities		0		false	4	4.2.1		Operating Processes	utilities
20973	4.2.2	Develop sourcing and category management strategies		1	NEW	false	3	4.2		Operating Processes	utilities
10278	4.2.3	Select suppliers and develop/maintain contracts		0		true	3	4.2	4.2.3.1,4.2.3.2,4.2.3.3,4.2.3.4	Operating Processes	utilities
10288	4.2.3.1	Select suppliers		0		false	4	4.2.3		Operating Processes	utilities
10289	4.2.3.2	Certify and validate suppliers		0		false	4	4.2.3		Operating Processes	utilities
10290	4.2.3.3	Negotiate and establish contracts		0		false	4	4.2.3		Operating Processes	utilities
10291	4.2.3.4	Manage contracts		0		false	4	4.2.3		Operating Processes	utilities
10279	4.2.4	Order materials and services		2	c10297, c10298	true	3	4.2	4.2.4.1,4.2.4.2,4.2.4.3,4.2.4.4,4.2.4.5,4.2.4.6,4.2.4.7	Operating Processes	utilities
10292	4.2.4.1	Process/Review requisitions		0		false	4	4.2.4		Operating Processes	utilities
10293	4.2.4.2	Approve requisitions		0		false	4	4.2.4		Operating Processes	utilities
10294	4.2.4.3	Solicit/Track vendor quotes		0		false	4	4.2.4		Operating Processes	utilities
10295	4.2.4.4	Create/Distribute purchase orders		0		true	4	4.2.4		Operating Processes	utilities
10296	4.2.4.5	Expedite orders and satisfy inquiries		0		false	4	4.2.4		Operating Processes	utilities
10297	4.2.4.6	Reconcile purchase orders		1	RENAME, WAS:Record receipt of goods	true	4	4.2.4		Operating Processes	utilities
10298	4.2.4.7	Research/Resolve order exceptions		1	RENAME, WAS:Research/Resolve exceptions	false	4	4.2.4		Operating Processes	utilities
10280	4.2.5	Manage suppliers		0		true	3	4.2	4.2.5.1,4.2.5.2,4.2.5.3,4.2.5.4	Operating Processes	utilities
10299	4.2.5.1	Monitor/Manage supplier information		0		false	4	4.2.5		Operating Processes	utilities
10300	4.2.5.2	Prepare/Analyze procurement and vendor performance		0		false	4	4.2.5		Operating Processes	utilities
10301	4.2.5.3	Support inventory and production processes		0		false	4	4.2.5		Operating Processes	utilities
10302	4.2.5.4	Monitor quality of product delivered		0		false	4	4.2.5		Operating Processes	utilities
10217	4.3	Produce/Assemble/Test product		25	+10303, +10304, +10370, c10369, NEW	true	2	4.0	4.3.1,4.3.2,4.3.3,4.3.4	Operating Processes	utilities
10303	4.3.1	Schedule production		8	+19563, +10306, +10307, +10308, +10315, +10316, +10309, NEW	false	3	4.3	4.3.1.1,4.3.1.2,4.3.1.3,4.3.1.4,4.3.1.5,4.3.1.6,4.3.1.7	Operating Processes	utilities
19563	4.3.1.1	Model and simulate plant		1	NEW	false	4	4.3.1		Operating Processes	utilities
10306	4.3.1.2	Generate line level plan		1	NEW	false	4	4.3.1		Operating Processes	utilities
10307	4.3.1.3	Generate detailed schedule		1	NEW	false	4	4.3.1		Operating Processes	utilities
10308	4.3.1.4	Schedule production orders and create lots		1	NEW	false	4	4.3.1		Operating Processes	utilities
10315	4.3.1.5	Schedule preventive (planned) maintenance (preventive maintenance orders)		1	NEW	false	4	4.3.1		Operating Processes	utilities
10316	4.3.1.6	Schedule requested (unplanned) maintenance (work order cycle)		1	NEW	false	4	4.3.1		Operating Processes	utilities
10309	4.3.1.7	Release production orders and create lots		1	NEW	false	4	4.3.1		Operating Processes	utilities
10304	4.3.2	Produce/Assemble product		11	+10310, +10311, +10319, +10313, +19566, +10314, NEW	true	3	4.3	4.3.2.1,4.3.2.2,4.3.2.3,4.3.2.4,4.3.2.5,4.3.2.6	Operating Processes	utilities
10310	4.3.2.1	Manage raw material inventory		1	NEW	false	4	4.3.2		Operating Processes	utilities
10311	4.3.2.2	Execute detailed line schedule		1	NEW	false	4	4.3.2		Operating Processes	utilities
10319	4.3.2.3	Report maintenance issues		1	NEW	false	4	4.3.2		Operating Processes	utilities
10313	4.3.2.4	Rerun defective items		1	NEW	false	4	4.3.2		Operating Processes	utilities
19566	4.3.2.5	Monitor and optimize production process		5	+19567, +19568, +19569, +19570, NEW	false	4	4.3.2	4.3.2.5.1,4.3.2.5.2,4.3.2.5.3,4.3.2.5.4	Operating Processes	utilities
19567	4.3.2.5.1	Automate and control plant		1	NEW	false	5	4.3.2.5		Operating Processes	utilities
19568	4.3.2.5.2	Perform advanced process control		1	NEW	false	5	4.3.2.5		Operating Processes	utilities
19569	4.3.2.5.3	Perform real-time optimization		1	NEW	false	5	4.3.2.5		Operating Processes	utilities
19570	4.3.2.5.4	Manage plant alarms and alerts		1	NEW	false	5	4.3.2.5		Operating Processes	utilities
10314	4.3.2.6	Assess production performance		1	NEW	false	4	4.3.2		Operating Processes	utilities
10369	4.3.3	Perform quality testing		2	+20956, RENAME, WAS:Perform inbound quality testing	false	3	4.3	4.3.3.1,4.3.3.2,4.3.3.3,4.3.3.4,4.3.3.5,4.3.3.6	Operating Processes	utilities
10318	4.3.3.1	Calibrate test equipment		0		false	4	4.3.3		Operating Processes	utilities
10374	4.3.3.2	Perform testing using the standard testing procedure		0		true	4	4.3.3		Operating Processes	utilities
20956	4.3.3.3	Manage quality samples		1	NEW	false	4	4.3.3		Operating Processes	utilities
10375	4.3.3.4	Record test results		0		false	4	4.3.3		Operating Processes	utilities
12045	4.3.3.5	Track and analyze non-conformance trends		0		false	4	4.3.3		Operating Processes	utilities
12046	4.3.3.6	Perform root cause analysis		0		false	4	4.3.3		Operating Processes	utilities
10370	4.3.4	Maintain production records and manage lot traceability		3	+10376, +10377, NEW	false	3	4.3	4.3.4.1,4.3.4.2	Operating Processes	utilities
10376	4.3.4.1	Determine lot numbering system		1	NEW	false	4	4.3.4		Operating Processes	utilities
10377	4.3.4.2	Determine lot use		1	NEW	false	4	4.3.4		Operating Processes	utilities
10219	4.4	Manage logistics and warehousing		8	+20936, -10342, -10339, c10338	true	2	4.0	4.4.1,4.4.2,4.4.3,4.4.4	Operating Processes	utilities
10338	4.4.1	Provide logistics governance		2	+16905, RENAME, WAS:Define logistics strategy	true	3	4.4	4.4.1.1,4.4.1.2,4.4.1.3,4.4.1.4,4.4.1.5,4.4.1.6,4.4.1.7	Operating Processes	utilities
10343	4.4.1.1	Translate customer service requirements into logistics requirements		0		false	4	4.4.1		Operating Processes	utilities
10344	4.4.1.2	Design logistics network		0		false	4	4.4.1		Operating Processes	utilities
10345	4.4.1.3	Communicate outsourcing needs		0		false	4	4.4.1		Operating Processes	utilities
10346	4.4.1.4	Develop and maintain delivery service policy		0		false	4	4.4.1		Operating Processes	utilities
10347	4.4.1.5	Optimize transportation schedules and costs		0		false	4	4.4.1		Operating Processes	utilities
10348	4.4.1.6	Define key performance measures		0		false	4	4.4.1		Operating Processes	utilities
16905	4.4.1.7	Define reverse logistics strategy		1	NEW	false	4	4.4.1		Operating Processes	utilities
20936	4.4.2	Plan and manage inbound material flow		3	+12708, +20109, NEW	true	3	4.4	4.4.2.1,4.4.2.2,4.4.2.3,4.4.2.4,4.4.2.5,4.4.2.6	Operating Processes	utilities
10349	4.4.2.1	Plan inbound material receipts		0		false	4	4.4.2		Operating Processes	utilities
10350	4.4.2.2	Manage inbound material flow		0		false	4	4.4.2		Operating Processes	utilities
10351	4.4.2.3	Monitor inbound delivery performance		0		false	4	4.4.2		Operating Processes	utilities
10352	4.4.2.4	Manage flow of returned products		0		false	4	4.4.2		Operating Processes	utilities
12708	4.4.2.5	Control quality of returned parts		1	NEW	false	4	4.4.2		Operating Processes	utilities
20109	4.4.2.6	Salvage or repair returned products		1	NEW	true	4	4.4.2	4.4.2.6.1,4.4.2.6.2	Operating Processes	utilities
10366	4.4.2.6.1	Perform salvage activities		0		false	5	4.4.2.6		Operating Processes	utilities
14195	4.4.2.6.2	Manage repair/refurbishment and return to customer/stock		0		false	5	4.4.2.6		Operating Processes	utilities
10340	4.4.3	Operate warehousing		1	+20957	true	3	4.4	4.4.3.1,4.4.3.2,4.4.3.3,4.4.3.4,4.4.3.5,4.4.3.6,4.4.3.7,4.4.3.8	Operating Processes	utilities
10353	4.4.3.1	Track inventory deployment		0		false	4	4.4.3		Operating Processes	utilities
10354	4.4.3.2	Receive, inspect, and store inbound deliveries		0		false	4	4.4.3		Operating Processes	utilities
10355	4.4.3.3	Track product availability		0		false	4	4.4.3		Operating Processes	utilities
10356	4.4.3.4	Pick, pack, and ship product for delivery		0		false	4	4.4.3		Operating Processes	utilities
10357	4.4.3.5	Track inventory accuracy		0		false	4	4.4.3		Operating Processes	utilities
10358	4.4.3.6	Track third-party logistics storage and shipping performance		0		false	4	4.4.3		Operating Processes	utilities
10359	4.4.3.7	Manage physical finished goods inventory		0		true	4	4.4.3		Operating Processes	utilities
20957	4.4.3.8	Manage warehouse transfers		1	NEW	false	4	4.4.3		Operating Processes	utilities
10341	4.4.4	Operate outbound transportation		0		true	3	4.4	4.4.4.1,4.4.4.2,4.4.4.3,4.4.4.4	Operating Processes	utilities
10360	4.4.4.1	Plan, transport, and deliver outbound product		0		false	4	4.4.4		Operating Processes	utilities
10361	4.4.4.2	Track carrier delivery performance		0		false	4	4.4.4		Operating Processes	utilities
10362	4.4.4.3	Manage transportation fleet		0		false	4	4.4.4		Operating Processes	utilities
10363	4.4.4.4	Process and audit carrier invoices and documents		0		false	4	4.4.4		Operating Processes	utilities
20025	5.0	Deliver Services		67	+20026, +20040, +20058, NEW	true	1		5.1,5.2,5.3	Operating Processes	utilities
20026	5.1	Establish service delivery governance and strategies		14	+20027, +20032, NEW	true	2	5.0	5.1.1,5.1.2	Operating Processes	utilities
20027	5.1.1	Establish service delivery governance		5	+20028, +20029, +20030, +20031, NEW	false	3	5.1	5.1.1.1,5.1.1.2,5.1.1.3,5.1.1.4	Operating Processes	utilities
20028	5.1.1.1	Set up and maintain service delivery governance and management system		1	NEW	false	4	5.1.1		Operating Processes	utilities
20029	5.1.1.2	Manage service delivery performance		1	NEW	false	4	5.1.1		Operating Processes	utilities
20030	5.1.1.3	Manage service delivery development and direction		1	NEW	false	4	5.1.1		Operating Processes	utilities
20031	5.1.1.4	Solicit feedback from customer on service delivery satisfaction		1	NEW	false	4	5.1.1		Operating Processes	utilities
20032	5.1.2	Develop service delivery strategies		8	+20033, +20034, +20035, +20036, +20037, +20038, +20039, NEW	false	3	5.1	5.1.2.1,5.1.2.2,5.1.2.3,5.1.2.4,5.1.2.5,5.1.2.6,5.1.2.7	Operating Processes	utilities
20033	5.1.2.1	Define service delivery goals		1	NEW	false	4	5.1.2		Operating Processes	utilities
20034	5.1.2.2	Define labor policies		1	NEW	false	4	5.1.2		Operating Processes	utilities
20035	5.1.2.3	Evaluate resource availability		1	NEW	false	4	5.1.2		Operating Processes	utilities
20036	5.1.2.4	Define service delivery network and supply constraints		1	NEW	false	4	5.1.2		Operating Processes	utilities
20037	5.1.2.5	Define service delivery process		1	NEW	false	4	5.1.2		Operating Processes	utilities
20038	5.1.2.6	Review and validate service delivery procedures		1	NEW	false	4	5.1.2		Operating Processes	utilities
20039	5.1.2.7	Define service delivery workplace layout and infrastructure		1	NEW	false	4	5.1.2		Operating Processes	utilities
20040	5.2	Manage service delivery resources		25	+20041, +20050, +12127, NEW	true	2	5.0	5.2.1,5.2.2,5.2.3	Operating Processes	utilities
20041	5.2.1	Manage service delivery resource demand		9	+20042, +20043, +20044, +20045, +20046, +20047, +20048, +20049, NEW	false	3	5.2	5.2.1.1,5.2.1.2,5.2.1.3,5.2.1.4,5.2.1.5,5.2.1.6,5.2.1.7,5.2.1.8	Operating Processes	utilities
20042	5.2.1.1	Monitor pipeline		1	NEW	false	4	5.2.1		Operating Processes	utilities
20043	5.2.1.2	Develop baseline forecasts		1	NEW	false	4	5.2.1		Operating Processes	utilities
20044	5.2.1.3	Collaborate with customers		1	NEW	false	4	5.2.1		Operating Processes	utilities
20045	5.2.1.4	Develop consensus forecast		1	NEW	false	4	5.2.1		Operating Processes	utilities
20046	5.2.1.5	Determine availability of skills to deliver on current and forecast customer orders		1	NEW	false	4	5.2.1		Operating Processes	utilities
20047	5.2.1.6	Monitor activity against forecast and revise forecast		1	NEW	false	4	5.2.1		Operating Processes	utilities
20048	5.2.1.7	Evaluate and revise forecasting approach		1	NEW	false	4	5.2.1		Operating Processes	utilities
20049	5.2.1.8	Measure forecast accuracy		1	NEW	false	4	5.2.1		Operating Processes	utilities
20050	5.2.2	Create and manage resource plan		7	+20051, +20052, +20053, +20054, +20055, +20056, NEW	false	3	5.2	5.2.2.1,5.2.2.2,5.2.2.3,5.2.2.4,5.2.2.5,5.2.2.6	Operating Processes	utilities
20051	5.2.2.1	Define and manage skills taxonomy		1	NEW	false	4	5.2.2		Operating Processes	utilities
20052	5.2.2.2	Create resource plan		1	NEW	false	4	5.2.2		Operating Processes	utilities
20053	5.2.2.3	Match resource demand with capacity, skills, and capabilities		1	NEW	false	4	5.2.2		Operating Processes	utilities
20054	5.2.2.4	Collaborate with suppliers and partners to supplement skills and capabilities		1	NEW	false	4	5.2.2		Operating Processes	utilities
20055	5.2.2.5	Identify critical resources and supplier capacity		1	NEW	false	4	5.2.2		Operating Processes	utilities
20056	5.2.2.6	Monitor and manage resource capacity and availability		1	NEW	false	4	5.2.2		Operating Processes	utilities
12127	5.2.3	Enable service delivery resources		8	+12128, +12129, +12131, +12132, +12133, +20057, +12135, NEW	false	3	5.2	5.2.3.1,5.2.3.2,5.2.3.3,5.2.3.4,5.2.3.5,5.2.3.6,5.2.3.7	Operating Processes	utilities
12128	5.2.3.1	Develop service delivery training plan		1	NEW	false	4	5.2.3		Operating Processes	utilities
12129	5.2.3.2	Develop training materials		1	NEW	false	4	5.2.3		Operating Processes	utilities
12131	5.2.3.3	Manage training schedule		1	NEW	false	4	5.2.3		Operating Processes	utilities
12132	5.2.3.4	Deliver operations training		1	NEW	false	4	5.2.3		Operating Processes	utilities
12133	5.2.3.5	Deliver technical training		1	NEW	false	4	5.2.3		Operating Processes	utilities
20057	5.2.3.6	Perform skill and capability testing		1	NEW	false	4	5.2.3		Operating Processes	utilities
12135	5.2.3.7	Evaluate training effectiveness		1	NEW	false	4	5.2.3		Operating Processes	utilities
20058	5.3	Deliver service to customer		27	+20059, +20069, +20077, NEW	false	2	5.0	5.3.1,5.3.2,5.3.3	Operating Processes	utilities
20059	5.3.1	Initiate service delivery		10	+20060, +20061, +20062, +20063, +20064, +20065, +20068, NEW	true	3	5.3	5.3.1.1,5.3.1.2,5.3.1.3,5.3.1.4,5.3.1.5,5.3.1.6,5.3.1.7	Operating Processes	utilities
20060	5.3.1.1	Review contract and agreed terms		1	NEW	false	4	5.3.1		Operating Processes	utilities
20061	5.3.1.2	Understand customer requirements and define refine approach		1	NEW	false	4	5.3.1		Operating Processes	utilities
20062	5.3.1.3	Modify/revise and approve project plan		1	NEW	false	4	5.3.1		Operating Processes	utilities
20063	5.3.1.4	Review customer business objectives		1	NEW	false	4	5.3.1		Operating Processes	utilities
20064	5.3.1.5	Confirm environmental readiness		1	NEW	false	4	5.3.1		Operating Processes	utilities
