id	name	type	label	comment	subClassOf	supersededBy	domainIncludes	rangeIncludes
schema:competencyRequired	schema:competencyRequired	rdf:Property	competencyRequired	Knowledge, skill, ability or personal attribute that must be demonstrated by a person or other entity in order to do something such as earn an Educational Occupational Credential or understand a LearningResource.			schema:LearningResource,schema:EducationalOccupationalCredential	schema:DefinedTerm,schema:Text,schema:URL
schema:sensoryRequirement	schema:sensoryRequirement	rdf:Property	sensoryRequirement	A description of any sensory requirements and levels necessary to function on the job, including hearing and vision. Defined terms such as those in O*net may be used, but note that there is no way to specify the level of ability as well as its nature when using a defined term.			schema:JobPosting	schema:URL,schema:DefinedTerm,schema:Text
schema:accessibilityAPI	schema:accessibilityAPI	rdf:Property	accessibilityAPI	Indicates that the resource is compatible with the referenced accessibility API. Values should be drawn from the [approved vocabulary](https://www.w3.org/2021/a11y-discov-vocab/latest/#accessibilityAPI-vocabulary).			schema:CreativeWork	schema:Text
schema:availableIn	schema:availableIn	rdf:Property	availableIn	The location in which the strength is available.			schema:DrugStrength	schema:AdministrativeArea
schema:diagnosis	schema:diagnosis	rdf:Property	diagnosis	One or more alternative conditions considered in the differential diagnosis process as output of a diagnosis process.			schema:Patient,schema:DDxElement	schema:MedicalCondition
schema:softwareHelp	schema:softwareHelp	rdf:Property	softwareHelp	Software application help.			schema:SoftwareApplication	schema:CreativeWork
schema:copyrightHolder	schema:copyrightHolder	rdf:Property	copyrightHolder	The party holding the legal copyright to the CreativeWork.			schema:CreativeWork	schema:Person,schema:Organization
schema:measuredProperty	schema:measuredProperty	rdf:Property	measuredProperty	The measuredProperty of an [[Observation]], typically via its [[StatisticalVariable]]. There are various kinds of applicable [[Property]]: a schema.org property, a property from other RDF-compatible systems, e.g. W3C RDF Data Cube, Data Commons, Wikidata, or schema.org extensions such as [GS1's](https://www.gs1.org/voc/?show=properties).			schema:StatisticalVariable,schema:Observation	schema:Property
schema:artworkSurface	schema:artworkSurface	rdf:Property	artworkSurface	The supporting materials for the artwork, e.g. Canvas, Paper, Wood, Board, etc.			schema:VisualArtwork	schema:Text,schema:URL
schema:inLanguage	schema:inLanguage	rdf:Property	inLanguage	The language of the content or performance or used in an action. Please use one of the language codes from the [IETF BCP 47 standard](http://tools.ietf.org/html/bcp47). See also [[availableLanguage]].			schema:CreativeWork,schema:PronounceableText,schema:CommunicateAction,schema:BroadcastService,schema:LinkRole,schema:WriteAction,schema:Event	schema:Text,schema:Language
schema:hasGS1DigitalLink	schema:hasGS1DigitalLink	rdf:Property	hasGS1DigitalLink	The <a href="https://www.gs1.org/standards/gs1-digital-link">GS1 digital link</a> associated with the object. This URL should conform to the particular requirements of digital links. The link should only contain the Application Identifiers (AIs) that are relevant for the entity being annotated, for instance a [[Product]] or an [[Organization]], and for the correct granularity. In particular, for products:<ul><li>A Digital Link that contains a serial number (AI <code>21</code>) should only be present on instances of [[IndividualProduct]]</li><li>A Digital Link that contains a lot number (AI <code>10</code>) should be annotated as [[SomeProduct]] if only products from that lot are sold, or [[IndividualProduct]] if there is only a specific product.</li><li>A Digital Link that contains a global model number (AI <code>8013</code>)  should be attached to a [[Product]] or a [[ProductModel]].</li></ul> Other item types should be adapted similarly.			schema:Offer,schema:Product,schema:Place,schema:Organization	schema:URL
schema:broadcaster	schema:broadcaster	rdf:Property	broadcaster	The organization owning or operating the broadcast service.			schema:BroadcastService	schema:Organization
schema:yearsInOperation	schema:yearsInOperation	rdf:Property	yearsInOperation	The age of the business.			schema:BusinessAudience	schema:QuantitativeValue
schema:practicesAt	schema:practicesAt	rdf:Property	practicesAt	A [[MedicalOrganization]] where the [[IndividualPhysician]] practices.			schema:IndividualPhysician	schema:MedicalOrganization
schema:includesObject	schema:includesObject	rdf:Property	includesObject	This links to a node or nodes indicating the exact quantity of the products included in  an [[Offer]] or [[ProductCollection]].			schema:Offer,schema:Demand,schema:ProductCollection	schema:TypeAndQuantityNode
schema:hasPOS	schema:hasPOS	rdf:Property	hasPOS	Points-of-Sales operated by the organization or person.			schema:Organization,schema:Person	schema:Place
schema:isAccessoryOrSparePartFor	schema:isAccessoryOrSparePartFor	rdf:Property	isAccessoryOrSparePartFor	A pointer to another product (or multiple products) for which this product is an accessory or spare part.			schema:Product	schema:Product
schema:affectedBy	schema:affectedBy	rdf:Property	affectedBy	Drugs that affect the test's results.			schema:MedicalTest	schema:Drug
schema:eligibleRegion	schema:eligibleRegion	rdf:Property	eligibleRegion	The ISO 3166-1 (ISO 3166-1 alpha-2) or ISO 3166-2 code, the place, or the GeoShape for the geo-political region(s) for which the offer or delivery charge specification is valid.\n\nSee also [[ineligibleRegion]].     			schema:ActionAccessSpecification,schema:DeliveryChargeSpecification,schema:Demand,schema:Offer	schema:GeoShape,schema:Text,schema:Place
schema:letterer	schema:letterer	rdf:Property	letterer	The individual who adds lettering, including speech balloons and sound effects, to artwork.			schema:ComicStory,schema:VisualArtwork,schema:ComicIssue	schema:Person
schema:commentTime	schema:commentTime	rdf:Property	commentTime	The time at which the UserComment was made.			schema:UserComments	schema:Date,schema:DateTime
schema:clinicalPharmacology	schema:clinicalPharmacology	rdf:Property	clinicalPharmacology	Description of the absorption and elimination of drugs, including their concentration (pharmacokinetics, pK) and biological effects (pharmacodynamics, pD).			schema:Drug	schema:Text
schema:usageInfo	schema:usageInfo	rdf:Property	usageInfo	The schema.org [[usageInfo]] property indicates further information about a [[CreativeWork]]. This property is applicable both to works that are freely available and to those that require payment or other transactions. It can reference additional information, e.g. community expectations on preferred linking and citation conventions, as well as purchasing details. For something that can be commercially licensed, usageInfo can provide detailed, resource-specific information about licensing options.  This property can be used alongside the license property which indicates license(s) applicable to some piece of content. The usageInfo property can provide information about other licensing options, e.g. acquiring commercial usage rights for an image that is also available under non-commercial creative commons licenses.			schema:CreativeWork	schema:CreativeWork,schema:URL
schema:departureStation	schema:departureStation	rdf:Property	departureStation	The station from which the train departs.			schema:TrainTrip	schema:TrainStation
schema:interestRate	schema:interestRate	rdf:Property	interestRate	The interest rate, charged or paid, applicable to the financial product. Note: This is different from the calculated annualPercentageRate.			schema:FinancialProduct	schema:Number,schema:QuantitativeValue
schema:cvdNumC19Died	schema:cvdNumC19Died	rdf:Property	cvdNumC19Died	numc19died - DEATHS: Patients with suspected or confirmed COVID-19 who died in the hospital, ED, or any overflow location.			schema:CDCPMDRecord	schema:Number
schema:eligibleTransactionVolume	schema:eligibleTransactionVolume	rdf:Property	eligibleTransactionVolume	The transaction volume, in a monetary unit, for which the offer or price specification is valid, e.g. for indicating a minimal purchasing volume, to express free shipping above a certain order volume, or to limit the acceptance of credit cards to purchases to a certain minimal amount.			schema:Offer,schema:Demand,schema:PriceSpecification	schema:PriceSpecification
schema:measurementDenominator	schema:measurementDenominator	rdf:Property	measurementDenominator	Identifies the denominator variable when an observation represents a ratio or percentage.			schema:StatisticalVariable,schema:Observation	schema:StatisticalVariable
schema:currency	schema:currency	rdf:Property	currency	The currency in which the monetary amount is expressed.\n\nUse standard formats: [ISO 4217 currency format](http://en.wikipedia.org/wiki/ISO_4217), e.g. "USD"; [Ticker symbol](https://en.wikipedia.org/wiki/List_of_cryptocurrencies) for cryptocurrencies, e.g. "BTC"; well known names for [Local Exchange Trading Systems](https://en.wikipedia.org/wiki/Local_exchange_trading_system) (LETS) and other currency types, e.g. "Ithaca HOUR".			schema:MonetaryAmount,schema:DatedMoneySpecification,schema:LoanOrCredit,schema:ExchangeRateSpecification,schema:MonetaryAmountDistribution	schema:Text
schema:proprietaryName	schema:proprietaryName	rdf:Property	proprietaryName	Proprietary name given to the diet plan, typically by its originator or creator.			schema:DietarySupplement,schema:Drug	schema:Text
schema:biologicalRole	schema:biologicalRole	rdf:Property	biologicalRole	A role played by the BioChemEntity within a biological context.			schema:BioChemEntity	schema:DefinedTerm
schema:itemReviewed	schema:itemReviewed	rdf:Property	itemReviewed	The item that is being reviewed/rated.			schema:Review,schema:AggregateRating	schema:Thing
schema:datePublished	schema:datePublished	rdf:Property	datePublished	Date of first publication or broadcast. For example the date a [[CreativeWork]] was broadcast or a [[Certification]] was issued.			schema:CreativeWork,schema:Certification	schema:Date,schema:DateTime
schema:lodgingUnitDescription	schema:lodgingUnitDescription	rdf:Property	lodgingUnitDescription	A full description of the lodging unit.			schema:LodgingReservation	schema:Text
schema:broadcastSubChannel	schema:broadcastSubChannel	rdf:Property	broadcastSubChannel	The subchannel used for the broadcast.			schema:BroadcastFrequencySpecification	schema:Text
schema:paymentDue	schema:paymentDue	rdf:Property	paymentDue	The date that payment is due.		schema:paymentDueDate	schema:Invoice,schema:Order	schema:DateTime
