id	name	description	industry	stage
SeedTruckTransportationStartup	Seed Truck Transportation Startup	Seed stage startup in truck transportation	484	Seed
SeedUrbanTransitSystemsStartup	Seed Urban Transit Systems Startup	Seed stage startup in urban transit systems	4851	Seed
SeedUsedMerchandiseRetailersStartup	Seed Used Merchandise Retailers Startup	Seed stage startup in used merchandise retailers	4595	Seed
SeedUtilitiesStartup	Seed Utilities Startup	Seed stage startup in utilities	22	Seed
SeedUtilitiesStartup	Seed Utilities Startup	Seed stage startup in utilities	221	Seed
SeedUtilitySystemConstructionStartup	Seed Utility System Construction Startup	Seed stage startup in utility system construction	2371	Seed
SeedVegetableMelonFarmingStartup	Seed Vegetable and Melon Farming Startup	Seed stage startup in vegetable and melon farming	1112	Seed
SeedVeneerPlywoodEngineeredWoodProductManufacturingStartup	Seed Veneer, Plywood, and Engineered Wood Product Manufacturing Startup	Seed stage startup in veneer, plywood, and engineered wood product manufacturing	3212	Seed
SeedVentilationHeatingAirConditioningCommercialRefrigerationEquipmentManufacturingStartup	Seed Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing Startup	Seed stage startup in ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	3334	Seed
SeedVocationalRehabilitationServicesStartup	Seed Vocational Rehabilitation Services Startup	Seed stage startup in vocational rehabilitation services	6243	Seed
SeedWarehouseClubsSupercentersOtherGeneralMerchandiseRetailersStartup	Seed Warehouse Clubs, Supercenters, and Other General Merchandise Retailers Startup	Seed stage startup in warehouse clubs, supercenters, and other general merchandise retailers	4552	Seed
SeedWarehousingStorageStartup	Seed Warehousing and Storage Startup	Seed stage startup in warehousing and storage	493	Seed
SeedWarehousingStorageStartup	Seed Warehousing and Storage Startup	Seed stage startup in warehousing and storage	4931	Seed
SeedWasteCollectionStartup	Seed Waste Collection Startup	Seed stage startup in waste collection	5621	Seed
SeedWasteManagementRemediationServicesStartup	Seed Waste Management and Remediation Services Startup	Seed stage startup in waste management and remediation services	562	Seed
SeedWasteTreatmentDisposalStartup	Seed Waste Treatment and Disposal Startup	Seed stage startup in waste treatment and disposal	5622	Seed
SeedWaterSewageOtherSystemsStartup	Seed Water, Sewage and Other Systems Startup	Seed stage startup in water, sewage and other systems	2213	Seed
SeedWaterTransportationStartup	Seed Water Transportation Startup	Seed stage startup in water transportation	483	Seed
SeedWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	Seed Web Search Portals, Libraries, Archives, and Other Information Services Startup	Seed stage startup in web search portals, libraries, archives, and other information services	519	Seed
SeedWebSearchPortalsLibrariesArchivesOtherInformationServicesStartup	Seed Web Search Portals, Libraries, Archives, and Other Information Services Startup	Seed stage startup in web search portals, libraries, archives, and other information services	5192	Seed
SeedWholesaleTradeAgentsBrokersStartup	Seed Wholesale Trade Agents and Brokers Startup	Seed stage startup in wholesale trade agents and brokers	425	Seed
SeedWholesaleTradeAgentsBrokersStartup	Seed Wholesale Trade Agents and Brokers Startup	Seed stage startup in wholesale trade agents and brokers	4251	Seed
SeedWholesaleTradeStartup	Seed Wholesale Trade Startup	Seed stage startup in wholesale trade	42	Seed
SeedWiredWirelessTelecommunicationsExceptSatelliteStartup	Seed Wired and Wireless Telecommunications (except Satellite) Startup	Seed stage startup in wired and wireless telecommunications (except satellite)	5171	Seed
SeedWoodProductManufacturingStartup	Seed Wood Product Manufacturing Startup	Seed stage startup in wood product manufacturing	321	Seed
SeriesAAccommodationFoodServicesStartup	SeriesA Accommodation and Food Services Startup	Series A stage startup in accommodation and food services	72	SeriesA
SeriesAAccommodationStartup	SeriesA Accommodation Startup	Series A stage startup in accommodation	721	SeriesA
SeriesAAccountingTaxPreparationBookkeepingPayrollServicesStartup	SeriesA Accounting, Tax Preparation, Bookkeeping, and Payroll Services Startup	Series A stage startup in accounting, tax preparation, bookkeeping, and payroll services	5412	SeriesA
SeriesAActivitiesRelatedCreditIntermediationStartup	SeriesA Activities Related to Credit Intermediation Startup	Series A stage startup in activities related to credit intermediation	5223	SeriesA
SeriesAActivitiesRelatedRealEstateStartup	SeriesA Activities Related to Real Estate Startup	Series A stage startup in activities related to real estate	5313	SeriesA
SeriesAAdministrationEconomicProgramsStartup	SeriesA Administration of Economic Programs Startup	Series A stage startup in administration of economic programs	926	SeriesA
SeriesAAdministrationEconomicProgramsStartup	SeriesA Administration of Economic Programs Startup	Series A stage startup in administration of economic programs	9261	SeriesA
SeriesAAdministrationEnvironmentalQualityProgramsStartup	SeriesA Administration of Environmental Quality Programs Startup	Series A stage startup in administration of environmental quality programs	924	SeriesA
SeriesAAdministrationEnvironmentalQualityProgramsStartup	SeriesA Administration of Environmental Quality Programs Startup	Series A stage startup in administration of environmental quality programs	9241	SeriesA
SeriesAAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	SeriesA Administration of Housing Programs, Urban Planning, and Community Development Startup	Series A stage startup in administration of housing programs, urban planning, and community development	925	SeriesA
SeriesAAdministrationHousingProgramsUrbanPlanningCommunityDevelopmentStartup	SeriesA Administration of Housing Programs, Urban Planning, and Community Development Startup	Series A stage startup in administration of housing programs, urban planning, and community development	9251	SeriesA
SeriesAAdministrationHumanResourceProgramsStartup	SeriesA Administration of Human Resource Programs Startup	Series A stage startup in administration of human resource programs	923	SeriesA
SeriesAAdministrationHumanResourceProgramsStartup	SeriesA Administration of Human Resource Programs Startup	Series A stage startup in administration of human resource programs	9231	SeriesA
SeriesAAdministrativeSupportServicesStartup	SeriesA Administrative and Support Services Startup	Series A stage startup in administrative and support services	561	SeriesA
SeriesAAdministrativeSupportWasteManagementRemediationServicesStartup	SeriesA Administrative and Support and Waste Management and Remediation Services Startup	Series A stage startup in administrative and support and waste management and remediation services	56	SeriesA
SeriesAAdvertisingPublicRelationsRelatedServicesStartup	SeriesA Advertising, Public Relations, and Related Services Startup	Series A stage startup in advertising, public relations, and related services	5418	SeriesA
SeriesAAerospaceProductPartsManufacturingStartup	SeriesA Aerospace Product and Parts Manufacturing Startup	Series A stage startup in aerospace product and parts manufacturing	3364	SeriesA
SeriesAAgenciesBrokeragesOtherInsuranceRelatedActivitiesStartup	SeriesA Agencies, Brokerages, and Other Insurance Related Activities Startup	Series A stage startup in agencies, brokerages, and other insurance related activities	5242	SeriesA
SeriesAAgentsManagersArtistsAthletesEntertainersOtherPublicFiguresStartup	SeriesA Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures Startup	Series A stage startup in agents and managers for artists, athletes, entertainers, and other public figures	7114	SeriesA
SeriesAAgricultureConstructionMiningMachineryManufacturingStartup	SeriesA Agriculture, Construction, and Mining Machinery Manufacturing Startup	Series A stage startup in agriculture, construction, and mining machinery manufacturing	3331	SeriesA
SeriesAAgricultureForestryFishingHuntingStartup	SeriesA Agriculture, Forestry, Fishing and Hunting Startup	Series A stage startup in agriculture, forestry, fishing and hunting	11	SeriesA
SeriesAAirTransportationStartup	SeriesA Air Transportation Startup	Series A stage startup in air transportation	481	SeriesA
SeriesAAllOtherTelecommunicationsStartup	SeriesA All Other Telecommunications Startup	Series A stage startup in all other telecommunications	5178	SeriesA
SeriesAAluminaAluminumProductionProcessingStartup	SeriesA Alumina and Aluminum Production and Processing Startup	Series A stage startup in alumina and aluminum production and processing	3313	SeriesA
SeriesAAmbulatoryHealthCareServicesStartup	SeriesA Ambulatory Health Care Services Startup	Series A stage startup in ambulatory health care services	621	SeriesA
SeriesAAmusementGamblingRecreationIndustriesStartup	SeriesA Amusement, Gambling, and Recreation Industries Startup	Series A stage startup in amusement, gambling, and recreation industries	713	SeriesA
SeriesAAmusementParksArcadesStartup	SeriesA Amusement Parks and Arcades Startup	Series A stage startup in amusement parks and arcades	7131	SeriesA
SeriesAAnimalFoodManufacturingStartup	SeriesA Animal Food Manufacturing Startup	Series A stage startup in animal food manufacturing	3111	SeriesA
SeriesAAnimalProductionAquacultureStartup	SeriesA Animal Production and Aquaculture Startup	Series A stage startup in animal production and aquaculture	112	SeriesA
SeriesAAnimalSlaughteringProcessingStartup	SeriesA Animal Slaughtering and Processing Startup	Series A stage startup in animal slaughtering and processing	3116	SeriesA
SeriesAApparelAccessoriesOtherApparelManufacturingStartup	SeriesA Apparel Accessories and Other Apparel Manufacturing Startup	Series A stage startup in apparel accessories and other apparel manufacturing	3159	SeriesA
SeriesAApparelKnittingMillsStartup	SeriesA Apparel Knitting Mills Startup	Series A stage startup in apparel knitting mills	3151	SeriesA
SeriesAApparelManufacturingStartup	SeriesA Apparel Manufacturing Startup	Series A stage startup in apparel manufacturing	315	SeriesA
SeriesAApparelPieceGoodsNotionsMerchantWholesalersStartup	SeriesA Apparel, Piece Goods, and Notions Merchant Wholesalers Startup	Series A stage startup in apparel, piece goods, and notions merchant wholesalers	4243	SeriesA
SeriesAAquacultureStartup	SeriesA Aquaculture Startup	Series A stage startup in aquaculture	1125	SeriesA
SeriesAArchitecturalEngineeringRelatedServicesStartup	SeriesA Architectural, Engineering, and Related Services Startup	Series A stage startup in architectural, engineering, and related services	5413	SeriesA
SeriesAArchitecturalStructuralMetalsManufacturingStartup	SeriesA Architectural and Structural Metals Manufacturing Startup	Series A stage startup in architectural and structural metals manufacturing	3323	SeriesA
SeriesAArtsEntertainmentRecreationStartup	SeriesA Arts, Entertainment, and Recreation Startup	Series A stage startup in arts, entertainment, and recreation	71	SeriesA
SeriesAAudioVideoEquipmentManufacturingStartup	SeriesA Audio and Video Equipment Manufacturing Startup	Series A stage startup in audio and video equipment manufacturing	3343	SeriesA
SeriesAAutomobileDealersStartup	SeriesA Automobile Dealers Startup	Series A stage startup in automobile dealers	4411	SeriesA
SeriesAAutomotiveEquipmentRentalLeasingStartup	SeriesA Automotive Equipment Rental and Leasing Startup	Series A stage startup in automotive equipment rental and leasing	5321	SeriesA
SeriesAAutomotivePartsAccessoriesTireRetailersStartup	SeriesA Automotive Parts, Accessories, and Tire Retailers Startup	Series A stage startup in automotive parts, accessories, and tire retailers	4413	SeriesA
SeriesAAutomotiveRepairMaintenanceStartup	SeriesA Automotive Repair and Maintenance Startup	Series A stage startup in automotive repair and maintenance	8111	SeriesA
