taskId	occupation
RadiologicTechnologists.use.ProtectionDevices.to.EnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
Technicians.use.RadiationSafetyMeasuresDevices.to.Comply.with.GovernmentRegulationsEnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
Technicians.use.RadiationSafetyMeasuresDevices.to.EnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
Technicians.use.ProtectionDevices.to.Comply.with.GovernmentRegulationsEnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
Technicians.use.ProtectionDevices.to.EnsureSafety.of.PatientsStaff	Radiologic Technologists and Technicians
RadiologicTechnologists.review.DevelopedX	Radiologic Technologists and Technicians
RadiologicTechnologists.evaluate.DevelopedX	Radiologic Technologists and Technicians
Technicians.review.DevelopedX	Radiologic Technologists and Technicians
Technicians.evaluate.DevelopedX	Radiologic Technologists and Technicians
RadiologicTechnologists.determine.PatientsX	Radiologic Technologists and Technicians
RadiologicTechnologists.determine.PatientsX	Radiologic Technologists and Technicians
Technicians.determine.PatientsX	Radiologic Technologists and Technicians
Technicians.determine.PatientsX	Radiologic Technologists and Technicians
RadiologicTechnologists.prepare.ContrastMaterial	Radiologic Technologists and Technicians
RadiologicTechnologists.prepare.AntispasmodicDrugs.under.Direction.of.Radiologist	Radiologic Technologists and Technicians
RadiologicTechnologists.prepare.AnestheticDrugs.under.Direction.of.Radiologist	Radiologic Technologists and Technicians
RadiologicTechnologists.prepare.AntispasmodicDrugs.under.Direction.of.Radiologist	Radiologic Technologists and Technicians
Technicians.prepare.ContrastMaterial	Radiologic Technologists and Technicians
Technicians.prepare.AntispasmodicDrugs.under.Direction.of.Radiologist	Radiologic Technologists and Technicians
Technicians.prepare.AnestheticDrugs.under.Direction.of.Radiologist	Radiologic Technologists and Technicians
Technicians.prepare.AntispasmodicDrugs.under.Direction.of.Radiologist	Radiologic Technologists and Technicians
RadiologicTechnologists.process.ExposedRadiographsUsingFilmProcessorsGeneratedMethods	Radiologic Technologists and Technicians
RadiologicTechnologists.process.ComputerGeneratedMethods	Radiologic Technologists and Technicians
Technicians.process.ExposedRadiographsUsingFilmProcessorsGeneratedMethods	Radiologic Technologists and Technicians
Technicians.process.ComputerGeneratedMethods	Radiologic Technologists and Technicians
RadiologicTechnologists.operate.MobileX	Radiologic Technologists and Technicians
RadiologicTechnologists.operate.MobileX	Radiologic Technologists and Technicians
Technicians.operate.MobileX	Radiologic Technologists and Technicians
Technicians.operate.MobileX	Radiologic Technologists and Technicians
RadiologicTechnologists.make.ExposuresNecessary.for.RequestedProcedures	Radiologic Technologists and Technicians
RadiologicTechnologists.make.ExposuresNecessary.for.RepeatingWorkDoesNotMeetEstablishedStandards	Radiologic Technologists and Technicians
Technicians.make.ExposuresNecessary.for.RequestedProcedures	Radiologic Technologists and Technicians
Technicians.make.ExposuresNecessary.for.RepeatingWorkDoesNotMeetEstablishedStandards	Radiologic Technologists and Technicians
RadiologicTechnologists.operate.Operation.of.RadiologicImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
RadiologicTechnologists.operate.Operation.of.MagneticImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
RadiologicTechnologists.oversee.Operation.of.RadiologicImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
RadiologicTechnologists.oversee.Operation.of.MagneticImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
Technicians.operate.Operation.of.RadiologicImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
Technicians.operate.Operation.of.MagneticImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
Technicians.oversee.Operation.of.RadiologicImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
Technicians.oversee.Operation.of.MagneticImagingEquipment.to.ProduceImages.of.Body.for.DiagnosticPurposes	Radiologic Technologists and Technicians
RadiologicTechnologists.operate.DigitalPictureArchivingCommunicationsSystems	Radiologic Technologists and Technicians
Technicians.operate.DigitalPictureArchivingCommunicationsSystems	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.Procedures	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.Procedures	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.CystAspirations	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.CystAspirations	Radiologic Technologists and Technicians
Technicians.perform.Procedures	Radiologic Technologists and Technicians
Technicians.perform.Procedures	Radiologic Technologists and Technicians
Technicians.perform.CystAspirations	Radiologic Technologists and Technicians
Technicians.perform.CystAspirations	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.Assistance.to.PhysiciansTechnologists.in.Performance.of.ComplexProcedures	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.Assistance.to.OtherTechnologists.in.Performance.of.ComplexProcedures	Radiologic Technologists and Technicians
Technicians.provide.Assistance.to.PhysiciansTechnologists.in.Performance.of.ComplexProcedures	Radiologic Technologists and Technicians
Technicians.provide.Assistance.to.OtherTechnologists.in.Performance.of.ComplexProcedures	Radiologic Technologists and Technicians
RadiologicTechnologists.record.PatientDataTreatmentRecordsPrepareReports	Radiologic Technologists and Technicians
RadiologicTechnologists.process.PatientDataTreatmentRecordsPrepareReports	Radiologic Technologists and Technicians
RadiologicTechnologists.maintain.PatientDataTreatmentRecordsPrepareReports	Radiologic Technologists and Technicians
Technicians.record.PatientDataTreatmentRecordsPrepareReports	Radiologic Technologists and Technicians
Technicians.process.PatientDataTreatmentRecordsPrepareReports	Radiologic Technologists and Technicians
Technicians.maintain.PatientDataTreatmentRecordsPrepareReports	Radiologic Technologists and Technicians
RadiologicTechnologists.take.ThoroughPatientMedicalHistories	Radiologic Technologists and Technicians
RadiologicTechnologists.take.AccuratePatientMedicalHistories	Radiologic Technologists and Technicians
Technicians.take.ThoroughPatientMedicalHistories	Radiologic Technologists and Technicians
Technicians.take.AccuratePatientMedicalHistories	Radiologic Technologists and Technicians
RadiologicTechnologists.commands.Data.into.Computer.to.DocumentSpecifyScanSequences	Radiologic Technologists and Technicians
Technicians.commands.Data.into.Computer.to.DocumentSpecifyScanSequences	Radiologic Technologists and Technicians
RadiologicTechnologists.operate.Fluoroscope.to.AidPhysician.to.ViewWireCatheterThroughBloodVessels.to.Area.of.Interest	Radiologic Technologists and Technicians
RadiologicTechnologists.operate.Fluoroscope.to.GuideWireCatheterThroughBloodVessels.to.Area.of.Interest	Radiologic Technologists and Technicians
Technicians.operate.Fluoroscope.to.AidPhysician.to.ViewWireCatheterThroughBloodVessels.to.Area.of.Interest	Radiologic Technologists and Technicians
Technicians.operate.Fluoroscope.to.GuideWireCatheterThroughBloodVessels.to.Area.of.Interest	Radiologic Technologists and Technicians
RadiologicTechnologists.set.up.ExaminationRooms	Radiologic Technologists and Technicians
Technicians.set.up.ExaminationRooms	Radiologic Technologists and Technicians
RadiologicTechnologists.transport.Patients.to.ExamRooms	Radiologic Technologists and Technicians
Technicians.transport.Patients.to.ExamRooms	Radiologic Technologists and Technicians
RadiologicTechnologists.assist.with.	Radiologic Technologists and Technicians
RadiologicTechnologists.assist.with.	Radiologic Technologists and Technicians
Technicians.assist.with.	Radiologic Technologists and Technicians
Technicians.assist.with.	Radiologic Technologists and Technicians
RadiologicTechnologists.maintain.CurrentFile.of.ExaminationProtocols	Radiologic Technologists and Technicians
Technicians.maintain.CurrentFile.of.ExaminationProtocols	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.GeneralAdministrativeTasks	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.FilingFilms	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.PullingFilms	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.FilingFilms	Radiologic Technologists and Technicians
Technicians.perform.GeneralAdministrativeTasks	Radiologic Technologists and Technicians
Technicians.perform.FilingFilms	Radiologic Technologists and Technicians
Technicians.perform.PullingFilms	Radiologic Technologists and Technicians
Technicians.perform.FilingFilms	Radiologic Technologists and Technicians
RadiologicTechnologists.complete.QualityControlActivities	Radiologic Technologists and Technicians
RadiologicTechnologists.complete.ReportMalfunctioningEquipment.to.Supervisor	Radiologic Technologists and Technicians
Technicians.complete.QualityControlActivities	Radiologic Technologists and Technicians
Technicians.complete.ReportMalfunctioningEquipment.to.Supervisor	Radiologic Technologists and Technicians
RadiologicTechnologists.assign.Duties.to.RadiologicStaff.to.MaintainPatientFlowsProductionGoals	Radiologic Technologists and Technicians
RadiologicTechnologists.assign.Duties.to.AchieveProductionGoals	Radiologic Technologists and Technicians
Technicians.assign.Duties.to.RadiologicStaff.to.MaintainPatientFlowsProductionGoals	Radiologic Technologists and Technicians
Technicians.assign.Duties.to.AchieveProductionGoals	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.Assistance.in.DressingSeriouslyIllInjuredPatientsPatients.with.Disabilities	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.Assistance.in.ChangingSeriouslyIllInjuredPatientsPatients.with.Disabilities	Radiologic Technologists and Technicians
Technicians.provide.Assistance.in.DressingSeriouslyIllInjuredPatientsPatients.with.Disabilities	Radiologic Technologists and Technicians
Technicians.provide.Assistance.in.ChangingSeriouslyIllInjuredPatientsPatients.with.Disabilities	Radiologic Technologists and Technicians
RadiologicTechnologists.coordinate.Work.with.ClericalPersonnelTechnologistsTechnicians	Radiologic Technologists and Technicians
RadiologicTechnologists.coordinate.Work.with.OtherTechnologistsTechnicians	Radiologic Technologists and Technicians
Technicians.coordinate.Work.with.ClericalPersonnelTechnologistsTechnicians	Radiologic Technologists and Technicians
Technicians.coordinate.Work.with.OtherTechnologistsTechnicians	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.SupervisoryDuties	Radiologic Technologists and Technicians
RadiologicTechnologists.perform.SupervisoryDuties	Radiologic Technologists and Technicians
Technicians.perform.SupervisoryDuties	Radiologic Technologists and Technicians
Technicians.perform.SupervisoryDuties	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.StudentsTechniciansTechnologists.with.Suggestions.of.AdditionalViews	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.StudentsTechniciansTechnologists.with.ImprovedTechniques.to.EnsureImagesProducedAre.of.HighestQuality	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.OtherTechniciansTechnologists.with.Suggestions.of.AdditionalViews	Radiologic Technologists and Technicians
RadiologicTechnologists.provide.OtherTechniciansTechnologists.with.ImprovedTechniques.to.EnsureImagesProducedAre.of.HighestQuality	Radiologic Technologists and Technicians
Technicians.provide.StudentsTechniciansTechnologists.with.Suggestions.of.AdditionalViews	Radiologic Technologists and Technicians
Technicians.provide.StudentsTechniciansTechnologists.with.ImprovedTechniques.to.EnsureImagesProducedAre.of.HighestQuality	Radiologic Technologists and Technicians
Technicians.provide.OtherTechniciansTechnologists.with.Suggestions.of.AdditionalViews	Radiologic Technologists and Technicians
Technicians.provide.OtherTechniciansTechnologists.with.ImprovedTechniques.to.EnsureImagesProducedAre.of.HighestQuality	Radiologic Technologists and Technicians
MagneticResonanceImagingTechnologists.review.PhysiciansOrders.to.ConfirmPrescribedExams	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.conduct.ScreeningInterviews.of.Patients.to.IdentifyContraindications	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.conduct.ScreeningInterviews.of.Tattoos	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.select.AppropriateImagingTechniques.to.ProduceRequiredImages	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.select.Coils.to.ProduceRequiredImages	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.operate.MagneticResonanceImaging	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.provide.Headphones.to.Patients.to.ImproveComfortUnpleasantNoise	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.provide.Headphones.to.ReduceUnpleasantNoise	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.provide.Earplugs.to.Patients.to.ImproveComfortUnpleasantNoise	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.provide.Earplugs.to.ReduceUnpleasantNoise	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.position.Patients.on.Cradle	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.take.BriefMedicalHistories.from.Patients	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.inspect.Images.for.Quality	Magnetic Resonance Imaging Technologists
MagneticResonanceImagingTechnologists.inspect.Images.for.LaserCamera	Magnetic Resonance Imaging Technologists
