id	name	description	code	hotTechnology	inDemand
NavimedixNavinet	NaviMedix NaviNet	Medical software	43232610	false	false
NavinetOpen	NaviNet Open	Medical software	43232610	false	false
NavisworksJetstream	NavisWorks Jetstream	Computer aided design CAD software	43232604	false	false
NavisysFrontOffice	NaviSys Front Office	Enterprise resource planning ERP software	43231602	false	false
Navzilla	Navzilla	Route navigation software	43232504	false	false
Nbtstat	nbtstat	Network monitoring software	43232801	false	false
NcarCommandLanguageNcl	NCAR Command Language NCL	Development environment software	43232402	false	false
NcbiRefseq	NCBI RefSeq	Analytical or scientific software	43232605	false	false
NcgMedicalSystemsDChart	NCG Medical Systems d-Chart	Medical software	43232610	false	false
NchSoftwareExpressInvoice	NCH Software Express Invoice	Accounting software	43231601	false	false
NcrAdvancedCheckoutSolution	NCR Advanced Checkout Solution	Point of sale POS software	43232611	false	false
NcrAdvancedStore	NCR Advanced Store	Point of sale POS software	43232611	false	false
NcrNeighborhoodpos	NCR NeighborhoodPOS	Point of sale POS software	43232611	false	false
NcrTeradataWarehouseMiner	NCR Teradata Warehouse Miner	Data mining software	43232307	false	false
Ncss	NCSS	Analytical or scientific software	43232605	false	false
NcssPowerAnalysis	NCSS Power Analysis and Sample Size PASS	Analytical or scientific software	43232605	false	false
NcVerificationSoftware	NC verification software	Computer aided manufacturing CAM software	43232612	false	false
Ndcmedisoft	NDCMedisoft	Accounting software	43231601	false	false
Nearpod	Nearpod	Multi-media educational software	43232505	false	false
NebuDubInterviewer	Nebu Dub InterViewer	Project management software	43231507	false	false
NedstatSitestat	Nedstat Sitestat	Analytical or scientific software	43232605	false	false
NeedsAnalysisSoftware	Needs analysis software	Financial analysis software	43231604	false	false
NeillTechnologiesSpabiz	Neill Technologies SpaBiz	Data base user interface and query software	43232306	false	false
NemetschekVectorworksSpotlight	Nemetschek Vectorworks Spotlight	Computer aided design CAD software	43232604	false	false
Neo4j	Neo4j	Data base user interface and query software	43232306	false	false
NeoformaHealthcareProductsInformationServicesHpisMarketIntelligence	Neoforma Healthcare Products Information Services HPIS Market Intelligence	Information retrieval or search software	43232309	false	false
NeohapsisCertusGrc	Neohapsis Certus GRC	Compliance software	43232606	false	false
Neooffice	NeoOffice	Office suite software	43231513	false	false
NeoPiR	NEO PI-R	Medical software	43232610	false	false
NeotecWellflo	Neotec WELLFLO	Analytical or scientific software	43232605	false	false
NetdimensionsEnterpriseKnowledgePlatformEkp	NetDimensions Enterprise Knowledge Platform EKP	Computer based training software	43232502	false	false
Netdocuments	NetDocuments	Document management software	43232202	false	false
Netepi	NetEpi	Analytical or scientific software	43232605	false	false
Netiq	NetIQ	Administration software	43232804	false	false
NetlimsAutoap	NeTLIMS AutoAP	Medical software	43232610	false	false
NetlimsAutofusion	NeTLIMS AutoFusion	Medical software	43232610	false	false
NetlimsAutolims	NetLims AutoLims	Analytical or scientific software	43232605	false	false
NetlimsAutolimsCoreLab	NeTLIMS AutoLIMS Core Lab	Medical software	43232610	false	false
Netprimer	NetPrimer	Analytical or scientific software	43232605	false	false
NetreoOmnicenter	Netreo OmniCenter	Administration software	43232804	false	false
NetscapeNavigator	Netscape Navigator	Internet browser software	43232705	false	false
NetscoutInfinitistreamConsole	NetScout InfinitiStream Console	Network monitoring software	43232801	false	false
NetscoutSnifferGlobalAnalyzer	NetScout Sniffer Global Analyzer	Network monitoring software	43232801	false	false
NetscoutSnifferPortableProfessionalAnalyzer	NetScout Sniffer Portable Professional Analyzer	Network monitoring software	43232801	false	false
NetsmartTechnologiesAvatarClinicalWorkstationCws	Netsmart Technologies Avatar Clinical Workstation CWS	Medical software	43232610	false	false
NetsmartTechnologiesCarenet	Netsmart Technologies CareNet	Medical software	43232610	false	false
NetsmartTechnologiesHelper	Netsmart Technologies Helper	Medical software	43232610	false	false
NetsoftIntellipath	NetSoft IntelliPath	Medical software	43232610	false	false
Netstat	netstat	Network monitoring software	43232801	false	false
NetsuiteErp	NetSuite ERP	Enterprise resource planning ERP software	43231602	false	false
NetsuiteNetcrm	NetSuite NetCRM	Customer relationship management CRM software	43232303	false	false
NetsuiteNeterp	NetSuite NetERP	Enterprise resource planning ERP software	43231602	false	false
Network	Network and system vulnerability assessment software	Network security or virtual private network VPN management software	43233203	false	false
NetworkAddressableStorageNasSoftware	Network addressable storage NAS software	Internet directory services software	43232704	false	false
NetworkAddressManagementSoftware	Network address management software	Administration software	43232804	false	false
NetworkAnalysisSindaG	Network Analysis SINDA-G	Analytical or scientific software	43232605	false	false
NetworkArchitectureDesignSoftware	Network architecture design software	Requirements analysis and system architecture software	43232407	false	false
NetworkAvailabilityMonitoringSoftware	Network availability monitoring software	Network monitoring software	43232801	false	false
NetworkBridgeSoftware	Network bridge software	Bridge software	43232913	false	false
NetworkDesignSoftware	Network design software	Computer aided design CAD software	43232604	false	false
NetworkDirectoryServicesSoftware	Network directory services software	Internet directory services software	43232704	false	false
NetworkDocumentationSoftware	Network documentation software	Administration software	43232804	false	false
NetworkFlowModelingSoftware	Network flow modeling software	Administration software	43232804	false	false
NetworkHardware	Network, hardware, and software auditing software	Network monitoring software	43232801	false	false
NetworkingSoftware	Infoblox security and networking software	Administration software	43232804	false	false
NetworkInstrumentsObserverStandard	Network Instruments Observer Standard	Network monitoring software	43232801	false	false
NetworkIntrusionDetectionSoftware	Network intrusion detection software	Network security and virtual private network VPN equipment software	43233204	false	false
NetworkIntrusionPreventionSystemsNips	Network intrusion prevention systems NIPS	Network monitoring software	43232801	false	false
NetworkManagementSoftware	Network management software	Administration software	43232804	false	false
NetworkModelingMapping	Network modeling, mapping, and analysis software	Network monitoring software	43232801	false	false
NetworkMonitoringSoftware	Network monitoring software	Network monitoring software	43232801	false	false
NetworkReportingSoftware	Network reporting software	Data base reporting software	43232305	false	false
NetworkScienceIrMentorPro	Network Science IR Mentor Pro	Analytical or scientific software	43232605	false	false
NetworkSecurityAuditingSoftware	Network security auditing software	Network security or virtual private network VPN management software	43233203	false	false
NetworkServer	Network, server and operating system optimization software	Network operating system enhancement software	43232802	false	false
NetworkShutdownSoftware	Network shutdown software	Administration software	43232804	false	false
NetworkStorageSoftware	Network storage software	Storage networking software	43232907	false	false
NetworkTrafficFlowMonitoring	Network traffic flow monitoring and analysis software	Network monitoring software	43232801	false	false
NetworkTrafficProbeSoftware	Network traffic probe software	Network monitoring software	43232801	false	false
NetWorthStrategiesStockOpterPro	Net Worth Strategies Stock Opter Pro	Financial analysis software	43231604	false	false
NeuralNetworkModelingSoftware	Neural network modeling software	Analytical or scientific software	43232605	false	false
Neuralware	NeuralWare	Analytical or scientific software	43232605	false	false
NeurobehavioralSystemsPresentation	Neurobehavioral Systems Presentation	Medical software	43232610	false	false
NeurofaxSpikedetector	Neurofax SpikeDetector	Medical software	43232610	false	false
NeuroInnovationsTherapist'sToolkit	Neuro Innovations Therapist's Toolkit	Medical software	43232610	false	false
NeurosolutionsForMatlab	NeuroSolutions for MatLab	Expert system software	43231511	false	false
NeurosolutionsTradingSolutions	NeuroSolutions Trading Solutions	Financial analysis software	43231604	false	false
NeurotronicsPolysmith	Neurotronics Polysmith	Medical software	43232610	false	false
NevercenterSilo	Nevercenter Silo	Graphics or photo imaging software	43232102	false	false
NewConstructionInspectionFormSoftware	New construction inspection form software	Word processing software	43232104	false	false
NewDawnTechnologiesJustwareCourt	New Dawn Technologies JustWare Court	Project management software	43231507	false	false
NewgenSoftwareTechnologiesOmnidocs	Newgen Software Technologies OmniDocs	Document management software	43232202	false	false
NewHorizonsSoftwareOrthoexec	New Horizons Software OrthoExec	Medical software	43232610	false	false
NewMillenniumCommunicationsGenesisAccounting	New Millennium Communications Genesis Accounting	Accounting software	43231601	false	false
NewportwaveYearEndSolutions	NewPortWave Year End Solutions	Tax preparation software	43231603	false	false
NewsletterProductionSoftware	Newsletter production software	Expert system software	43231511	false	false
NewtekLightwave3d	NewTek Lightwave 3D	Graphics or photo imaging software	43232102	false	false
NewWorldSystemsLogos.net	New World Systems Logos.NET	Accounting software	43231601	false	false
NexiqTechHdsSuiteForPalm	Nexiq Tech HDS Suite for Palm	Analytical or scientific software	43232605	false	false
NextechEmr	Nextech EMR	Medical software	43232610	false	false
NextechEmr&Pm	NexTech EMR & PM	Medical software	43232610	false	false
NextgenHealthcareInformationSystemsEmr	NextGen Healthcare Information Systems EMR	Medical software	43232610	false	false
NextgenHealthcareNextgenPracticeManagement	NextGen Healthcare NextGen Practice Management	Medical software	43232610	false	false
NextLimitMaxwellRender	Next Limit Maxwell Render	Graphics or photo imaging software	43232102	false	false
Ngrep	ngrep	Network monitoring software	43232801	false	false
