processId	industry
OilProducers.develop.OrganizationalGoals	petroleum-upstream
OilProducers.set.OrganizationalGoals	petroleum-upstream
OilProducers.identify.OrganizationalGoals	petroleum-upstream
OilProducers.align.BusinessUnitGoals.with.CompanyGoals	petroleum-upstream
OilProducers.establish.BaselineMetrics	petroleum-upstream
OilProducers.monitor.Performance.against.Goals	petroleum-upstream
OilProducers.formulate.BusinessUnitStrategies	petroleum-upstream
OilProducers.analyze.BusinessUnitStrategies	petroleum-upstream
OilProducers.identify.CoreCompetency.for.BusinessUnit	petroleum-upstream
OilProducers.refine.BusinessUnitStrategies.in.Support.of.CompanyStrategy	petroleum-upstream
OilProducers.obtain.BusinessFinancing	petroleum-upstream
OilProducers.resources.to.MeetGoals	petroleum-upstream
OilProducers.develop.CustomerExperienceStrategy	petroleum-upstream
OilProducers.assess.CustomerExperience	petroleum-upstream
OilProducers.identify.CustomerTouchpoints	petroleum-upstream
OilProducers.review.CustomerTouchpoints	petroleum-upstream
OilProducers.assess.CustomerExperience.across.Touchpoints	petroleum-upstream
OilProducers.perform.RootCauseAnalysis.of.ProblematicCustomerExperiences	petroleum-upstream
OilProducers.design.CustomerExperience	petroleum-upstream
OilProducers.define.Personas	petroleum-upstream
OilProducers.manage.Personas	petroleum-upstream
OilProducers.create.CustomerJourneyMaps	petroleum-upstream
OilProducers.define.SingleView.of.Customer.for.Organization	petroleum-upstream
OilProducers.define.Vision.for.CustomerExperience	petroleum-upstream
OilProducers.validate.with.Customers	petroleum-upstream
OilProducers.align.Experience.with.BrandValuesStrategies	petroleum-upstream
OilProducers.align.Experience.with.BusinessStrategies	petroleum-upstream
OilProducers.develop.ContentStrategy	petroleum-upstream
OilProducers.design.CustomerExperienceSupportStructure	petroleum-upstream
OilProducers.identify.RequiredCapabilities	petroleum-upstream
OilProducers.identify.Impact.on.FunctionalProcesses	petroleum-upstream
OilProducers.develop.CustomerExperienceRoadmap.to.DevelopDefinedCapabilities	petroleum-upstream
OilProducers.develop.CustomerExperienceRoadmap.to.ImplementDefinedCapabilities	petroleum-upstream
OilProducers.communicate.StrategiesInternally	petroleum-upstream
OilProducers.communicate.Externally	petroleum-upstream
OilProducers.execute.StrategicInitiatives	petroleum-upstream
OilProducers.measure.StrategicInitiatives	petroleum-upstream
OilProducers.develop.StrategicInitiatives	petroleum-upstream
OilProducers.identify.StrategicPriorities	petroleum-upstream
OilProducers.develop.StrategicInitiativesBased.on.Business	petroleum-upstream
OilProducers.review.with.Stakeholders	petroleum-upstream
OilProducers.evaluate.StrategicInitiatives	petroleum-upstream
OilProducers.determine.BusinessValue.for.StrategicPriority	petroleum-upstream
OilProducers.determine.CustomerValue.for.StrategicPriority	petroleum-upstream
OilProducers.select.StrategicInitiatives	petroleum-upstream
OilProducers.prioritize.StrategicInitiatives	petroleum-upstream
OilProducers.communicate.StrategicInitiatives.to.BusinessUnits	petroleum-upstream
OilProducers.communicate.StrategicInitiatives.to.Stakeholders	petroleum-upstream
OilProducers.establish.High	petroleum-upstream
OilProducers.identify.BusinessValueDrivers	petroleum-upstream
OilProducers.establish.Baselines.for.BusinessValueDrivers	petroleum-upstream
OilProducers.monitor.Performance.against.Baselines	petroleum-upstream
OilProducers.execute.StrategicInitiatives	petroleum-upstream
OilProducers.develop.BusinessModels	petroleum-upstream
OilProducers.maintain.BusinessModels	petroleum-upstream
OilProducers.develop.BusinessModels	petroleum-upstream
OilProducers.assemble.BusinessModelInformation	petroleum-upstream
OilProducers.secure.AppropriateApprovals	petroleum-upstream
OilProducers.identify.IntegrationPoints.with.ExistingModels	petroleum-upstream
OilProducers.adopt.BusinessModel	petroleum-upstream
OilProducers.maintain.BusinessModels	petroleum-upstream
OilProducers.establish.BusinessModelMaintenanceParameters	petroleum-upstream
OilProducers.accept.BusinessModelFeedbackParameters	petroleum-upstream
OilProducers.prioritize.IncomingFeedback	petroleum-upstream
OilProducers.manage.IncomingFeedback	petroleum-upstream
OilProducers.update.ExistingModels	petroleum-upstream
OilProducers.establish.BusinessModelGovernance	petroleum-upstream
OilProducers.develop.UpstreamPetroleum	petroleum-upstream
OilProducers.manage.UpstreamPetroleum	petroleum-upstream
OilProducers.govern.Product	petroleum-upstream
OilProducers.manage.Product	petroleum-upstream
OilProducers.manage.UpstreamPetroleum	petroleum-upstream
OilProducers.evaluate.Performance.of.ExistingUpstreamPetroleum	petroleum-upstream
OilProducers.define.UpstreamPetroleum	petroleum-upstream
OilProducers.assess.TechnologyDeficiencies.by.AssetClassNeeds	petroleum-upstream
OilProducers.assess.TechnologyDeficiencies.by.RankNeeds	petroleum-upstream
OilProducers.confirm.Alignment.of.UpstreamPetroleum	petroleum-upstream
OilProducers.plan.Cost	petroleum-upstream
OilProducers.develop.Cost	petroleum-upstream
OilProducers.prioritize.NewUpstreamPetroleum	petroleum-upstream
OilProducers.select.NewUpstreamPetroleum	petroleum-upstream
OilProducers.specify.DevelopmentTimingTargets	petroleum-upstream
OilProducers.plan.for.UpstreamPetroleum	petroleum-upstream
OilProducers.manage.UpstreamPetroleum	petroleum-upstream
OilProducers.introduce.NewUpstreamPetroleum	petroleum-upstream
OilProducers.retire.Outdated	petroleum-upstream
OilProducers.identify.PerformanceIndicators	petroleum-upstream
OilProducers.refine.PerformanceIndicators	petroleum-upstream
OilProducers.conduct.PostLaunchReview	petroleum-upstream
OilProducers.carry.out.PostLaunchAnalytics.to.TestAcceptability.in.Market	petroleum-upstream
OilProducers.review.MarketPerformance	petroleum-upstream
OilProducers.review.Effectiveness.of.SupplyChainNetwork	petroleum-upstream
OilProducers.review.Effectiveness.of.DistributionNetwork	petroleum-upstream
OilProducers.apply.Data.to.ReviewSupplyChainMethodologies	petroleum-upstream
OilProducers.apply.Analytics.to.ReviewSupplyChainMethodologies	petroleum-upstream
OilProducers.review.Quality.of.Product	petroleum-upstream
OilProducers.review.Performance.of.Product	petroleum-upstream
OilProducers.conduct.FinancialReview	petroleum-upstream
OilProducers.conduct.NewProductDevelopmentProcessAssessment	petroleum-upstream
OilProducers.manage.Patents	petroleum-upstream
OilProducers.manage.RegulatoryRequirements	petroleum-upstream
OilProducers.conduct.MandatoryReviews	petroleum-upstream
OilProducers.conduct.ElectiveReviews	petroleum-upstream
OilProducers.review.Infringement.of.Patents	petroleum-upstream
OilProducers.review.Infringement.of.Copyrights	petroleum-upstream
OilProducers.determine.PatentNeeds	petroleum-upstream
OilProducers.determine.CopyrightNeeds	petroleum-upstream
OilProducers.define.ProductTechnicalDocumentationManagementRequirements	petroleum-upstream
OilProducers.manage.RegulatoryRequirements	petroleum-upstream
OilProducers.train.Employees.on.AppropriateRegulatoryRequirements	petroleum-upstream
OilProducers.maintain.Records.for.RegulatoryAgencies	petroleum-upstream
OilProducers.manage.RegulatorySubmissionLifeCycle	petroleum-upstream
OilProducers.manage.ProductMasterData	petroleum-upstream
OilProducers.manage.ServiceMasterData	petroleum-upstream
OilProducers.manage.MaterialsMasterLists	petroleum-upstream
OilProducers.manage.Bills.of.Material	petroleum-upstream
OilProducers.manage.Routings	petroleum-upstream
OilProducers.manage.Specifications	petroleum-upstream
OilProducers.manage.Drawings	petroleum-upstream
OilProducers.manage.Product	petroleum-upstream
OilProducers.develop.Quality	petroleum-upstream
OilProducers.maintain.Quality	petroleum-upstream
OilProducers.maintain.ProcessSpecificationData	petroleum-upstream
OilProducers.manage.TraceabilityData	petroleum-upstream
OilProducers.review.DataAccessRequests	petroleum-upstream
OilProducers.approve.DataAccessRequests	petroleum-upstream
OilProducers.generate.NewProduct	petroleum-upstream
OilProducers.define.NewProduct	petroleum-upstream
OilProducers.perform.DiscoveryResearch	petroleum-upstream
OilProducers.identify.NewUpstreamPetroleum	petroleum-upstream
OilProducers.assess.Feasibility.of.IntegratingNewLeadingUpstreamPetroleum	petroleum-upstream
OilProducers.develop.Protocol.for.ConductCost	petroleum-upstream
OilProducers.evaluate.InvestmentOptionsBased.on.PerformanceAnalysis	petroleum-upstream
OilProducers.evaluate.InvestmentOptionsBased.on.Cost	petroleum-upstream
OilProducers.generate.NewProduct	petroleum-upstream
OilProducers.gather.NewProduct	petroleum-upstream
OilProducers.gather.Requirements	petroleum-upstream
OilProducers.analyze.NewProduct	petroleum-upstream
OilProducers.analyze.Requirements	petroleum-upstream
OilProducers.evaluate.NewProduct	petroleum-upstream
OilProducers.evaluate.Requirements	petroleum-upstream
OilProducers.formulate.NewProduct	petroleum-upstream
OilProducers.identify.PotentialImprovements.to.ExistingUpstreamPetroleum	petroleum-upstream
OilProducers.define.Product	petroleum-upstream
OilProducers.define.Product	petroleum-upstream
OilProducers.define.BasicFunctionalRequirements	petroleum-upstream
OilProducers.derive.InteroperabilityRequirements.for.Products	petroleum-upstream
OilProducers.derive.InteroperabilityRequirements.for.Services	petroleum-upstream
OilProducers.derive.SafetyRequirements.for.Products	petroleum-upstream
OilProducers.derive.SafetyRequirements.for.Services	petroleum-upstream
OilProducers.derive.SecurityRequirements.for.Products	petroleum-upstream
OilProducers.derive.SecurityRequirements.for.Services	petroleum-upstream
OilProducers.derive.RegulatoryComplianceRequirements	petroleum-upstream
OilProducers.derive.Requirements.from.IndustryStandards	petroleum-upstream
OilProducers.develop.UserExperienceRequirements	petroleum-upstream
OilProducers.derive.Services	petroleum-upstream
OilProducers.define.PostLaunchSupportModel	petroleum-upstream
OilProducers.identify.Product	petroleum-upstream
OilProducers.develop.NewUpstreamPetroleum	petroleum-upstream
OilProducers.assess.UpstreamPetroleum	petroleum-upstream
OilProducers.design.UpstreamPetroleum	petroleum-upstream
OilProducers.build.UpstreamPetroleum	petroleum-upstream
OilProducers.evaluate.UpstreamPetroleum	petroleum-upstream
OilProducers.assign.Resources.to.UpstreamPetroleum	petroleum-upstream
OilProducers.identify.Requirements.for.Product	petroleum-upstream
OilProducers.identify.ExistingSolutions.to.BeLeveraged	petroleum-upstream
OilProducers.prepare.High	petroleum-upstream
OilProducers.prepare.TechnicalAssessment	petroleum-upstream
OilProducers.develop.AssetSpecificUpstreamPetroleum	petroleum-upstream
OilProducers.develop.UserExperienceDesignSpecifications	petroleum-upstream
OilProducers.provide.Warranty	petroleum-upstream
OilProducers.document.DesignSpecifications	petroleum-upstream
OilProducers.conduct.FrontEndDesignFeed	petroleum-upstream
OilProducers.conduct.EngineeringFeed	petroleum-upstream
OilProducers.design.Products	petroleum-upstream
OilProducers.design.for.Manufacturing	petroleum-upstream
OilProducers.design.for.ProductServicing	petroleum-upstream
OilProducers.design.for.Re	petroleum-upstream
OilProducers.review.ProductTroubleshootingMethodology	petroleum-upstream
OilProducers.design.ProductData	petroleum-upstream
OilProducers.manage.ProductData	petroleum-upstream
OilProducers.design.for.ProductUpgrades	petroleum-upstream
OilProducers.build.Prototypes	petroleum-upstream
OilProducers.evaluate.Prototype.in.FieldFeasibility.for.WiderDeployment	petroleum-upstream
OilProducers.evaluate.Prototype.in.EvaluateFeasibility.for.WiderDeployment	petroleum-upstream
OilProducers.eliminate.QualityProblems	petroleum-upstream
OilProducers.eliminate.ReliabilityProblems	petroleum-upstream
OilProducers.identify.Design	petroleum-upstream
OilProducers.collaborate.on.Design.with.SuppliersManufacturers.to.ProduceProduct	petroleum-upstream
OilProducers.collaborate.on.Design.with.ContractManufacturers.to.ProduceProduct	petroleum-upstream
OilProducers.test.Market.for.NewProductsServices	petroleum-upstream
OilProducers.test.Market.for.RevisedProductsServices	petroleum-upstream
OilProducers.prepare.DetailedMarketStudy	petroleum-upstream
OilProducers.conduct.CustomerTests	petroleum-upstream
OilProducers.conduct.Interviews	petroleum-upstream
OilProducers.finalize.Product	petroleum-upstream
OilProducers.finalize.BusinessCases	petroleum-upstream
OilProducers.finalize.TechnicalRequirements	petroleum-upstream
OilProducers.prepare.for.Production	petroleum-upstream
OilProducers.design.NecessaryCapabilities	petroleum-upstream
OilProducers.obtain.NecessaryCapabilities	petroleum-upstream
OilProducers.identify.Requirements.for.Changes.to.Manufacturing	petroleum-upstream
OilProducers.request.Engineering	petroleum-upstream
OilProducers.install.Production	petroleum-upstream
OilProducers.validate.Production	petroleum-upstream
OilProducers.monitor.InitialProductionRuns	petroleum-upstream
OilProducers.validate.LaunchProcedures	petroleum-upstream
OilProducers.acquire.HydrocarbonAssets	petroleum-upstream
OilProducers.explore.HydrocarbonAssets	petroleum-upstream
OilProducers.appraise.HydrocarbonAssets	petroleum-upstream
OilProducers.acquire.Asset	petroleum-upstream
OilProducers.strategize.Acquisition	petroleum-upstream
OilProducers.define.KeyValueDrivers	petroleum-upstream
OilProducers.identify.Opportunities	petroleum-upstream
OilProducers.gather.Opportunities	petroleum-upstream
OilProducers.create.Opportunities	petroleum-upstream
OilProducers.acquire.Data.on.GeologicalProspect	petroleum-upstream
OilProducers.screen.Opportunities	petroleum-upstream
OilProducers.prioritize.Opportunities	petroleum-upstream
OilProducers.develop.KeyAlignmentPoints	petroleum-upstream
OilProducers.engage.KeyDecisionMakers	petroleum-upstream
OilProducers.select.Opportunities.to.Evaluate	petroleum-upstream
OilProducers.evaluate.Opportunities	petroleum-upstream
OilProducers.form.TeamResources	petroleum-upstream
OilProducers.form.DedicateResources	petroleum-upstream
